year,country,iso3,region,coal_pct,oil_pct,gas_pct,nuclear_pct,hydro_pct,solar_pct,wind_pct,other_renewables_pct,renewables_total_pct,fossil_total_pct
2020,Finland,FIN,Europe,6.87,33.73,26.08,10.61,3.36,6.72,7.76,4.87,22.71,66.68
2021,Finland,FIN,Europe,6.99,34.19,24.63,9.95,6.27,5.83,7.14,5.0,24.24,65.81
2022,Finland,FIN,Europe,5.59,32.58,25.5,11.84,5.13,7.19,6.55,5.62,24.49,63.67
2023,Finland,FIN,Europe,6.25,32.25,25.17,10.17,3.94,7.41,10.04,4.77,26.16,63.67
2024,Finland,FIN,Europe,4.99,33.05,26.34,8.94,5.68,6.83,9.65,4.52,26.68,64.38
2025,Finland,FIN,Europe,4.83,33.89,23.63,10.5,6.74,8.39,8.3,3.72,27.16,62.34
2026,Finland,FIN,Europe,4.31,32.65,25.62,8.86,4.19,7.3,9.97,7.09,28.55,62.58
2000,Denmark,DNK,Europe,14.54,40.33,24.67,10.99,5.12,0.0,0.0,4.35,9.47,79.53
2001,Denmark,DNK,Europe,14.35,40.79,24.6,9.54,4.17,0.0,1.08,5.47,10.72,79.75
2002,Denmark,DNK,Europe,13.66,40.3,24.84,10.69,5.26,0.43,0.0,4.82,10.51,78.79
2003,Denmark,DNK,Europe,14.78,38.8,25.59,8.97,5.81,1.24,0.0,4.8,11.86,79.17
2004,Denmark,DNK,Europe,14.29,37.23,23.75,9.86,7.08,0.55,2.02,5.22,14.87,75.27
2005,Denmark,DNK,Europe,12.74,39.4,25.04,9.84,3.41,1.54,2.88,5.16,12.99,77.18
2006,Denmark,DNK,Europe,13.94,39.16,25.22,9.48,4.56,0.38,2.06,5.2,12.21,78.31
2007,Denmark,DNK,Europe,13.9,38.04,23.93,8.49,4.75,2.94,2.45,5.49,15.64,75.88
2008,Denmark,DNK,Europe,11.76,38.32,23.44,11.62,3.89,3.26,2.81,4.89,14.86,73.52
2009,Denmark,DNK,Europe,10.75,35.68,24.23,10.52,6.1,2.95,4.93,4.85,18.82,70.65
2010,Denmark,DNK,Europe,11.89,36.3,23.76,9.9,5.35,2.96,4.14,5.7,18.15,71.96
2011,Denmark,DNK,Europe,11.24,35.23,27.92,10.15,4.37,2.37,4.07,4.64,15.45,74.39
2012,Denmark,DNK,Europe,9.38,34.65,24.83,11.7,5.66,4.68,4.12,4.97,19.43,68.87
2013,Denmark,DNK,Europe,10.44,35.39,24.61,10.87,6.1,4.07,3.81,4.71,18.69,70.44
2014,Denmark,DNK,Europe,8.31,36.37,25.68,9.89,5.33,4.8,5.74,3.86,19.74,70.37
2015,Denmark,DNK,Europe,8.65,34.47,25.59,9.37,5.35,5.29,5.37,5.92,21.92,68.71
2016,Denmark,DNK,Europe,9.22,33.44,23.35,11.34,4.02,6.46,6.35,5.82,22.65,66.01
2017,Denmark,DNK,Europe,8.34,36.5,27.09,9.14,4.96,3.17,6.52,4.29,18.93,71.93
2018,Denmark,DNK,Europe,7.54,35.89,25.65,8.22,5.33,6.08,6.32,4.97,22.71,69.08
2019,Denmark,DNK,Europe,8.25,33.97,24.82,10.53,5.28,5.32,6.74,5.08,22.43,67.04
2020,Denmark,DNK,Europe,8.08,33.31,26.26,9.18,5.12,5.72,8.17,4.16,23.17,67.65
2021,Denmark,DNK,Europe,8.51,30.61,25.67,9.7,5.34,7.49,8.59,4.1,25.52,64.79
2022,Denmark,DNK,Europe,6.96,34.23,23.52,11.82,5.25,6.18,7.38,4.66,23.47,64.71
2023,Denmark,DNK,Europe,4.38,33.91,25.81,9.31,6.0,7.15,8.56,4.88,26.59,64.1
2024,Denmark,DNK,Europe,6.19,33.03,24.56,10.23,5.0,6.31,9.04,5.64,25.99,63.78
2025,Denmark,DNK,Europe,5.93,31.92,25.55,8.98,4.03,7.4,11.06,5.14,27.63,63.39
2026,Denmark,DNK,Europe,4.67,33.12,24.4,12.08,4.43,6.9,9.71,4.69,25.73,62.19
2000,UAE,ARE,MENA,0.19,51.84,44.66,1.44,0.53,0.0,1.01,0.32,1.86,96.7
2001,UAE,ARE,MENA,0.0,49.62,46.4,0.63,1.42,0.22,1.34,0.38,3.35,96.02
2002,UAE,ARE,MENA,1.75,49.81,46.29,0.18,1.03,0.28,0.0,0.65,1.96,97.85
2003,UAE,ARE,MENA,0.42,50.14,44.77,0.68,0.0,0.21,1.15,2.62,3.98,95.34
2004,UAE,ARE,MENA,0.87,47.08,42.03,2.5,2.92,0.89,2.61,1.11,7.53,89.97
2005,UAE,ARE,MENA,0.0,48.24,44.7,3.31,0.72,0.1,0.0,2.94,3.76,92.93
2006,UAE,ARE,MENA,1.96,47.42,42.29,0.0,2.67,1.81,0.29,3.57,8.33,91.67
2007,UAE,ARE,MENA,3.03,49.76,46.04,0.43,0.73,0.0,0.0,0.01,0.74,98.83
2008,UAE,ARE,MENA,2.02,45.49,45.54,0.26,2.66,1.14,0.0,2.89,6.68,93.06
2009,UAE,ARE,MENA,2.47,48.7,45.93,0.1,0.9,1.89,0.0,0.0,2.8,97.11
2010,UAE,ARE,MENA,0.43,49.62,45.56,0.68,0.07,1.34,1.82,0.48,3.71,95.6
2011,UAE,ARE,MENA,1.72,48.01,45.32,0.27,0.65,2.11,0.0,1.91,4.67,95.06
2012,UAE,ARE,MENA,1.37,46.89,42.57,0.0,2.03,1.98,2.33,2.83,9.17,90.83
2013,UAE,ARE,MENA,0.48,47.1,43.37,0.98,1.64,3.53,1.36,1.54,8.07,90.95
2014,UAE,ARE,MENA,3.47,46.7,43.17,0.0,2.46,2.6,0.69,0.91,6.67,93.33
2015,UAE,ARE,MENA,0.56,47.25,46.37,0.92,1.46,3.29,0.15,0.0,4.91,94.17
2016,UAE,ARE,MENA,0.0,48.85,45.45,2.29,0.32,3.02,0.0,0.07,3.41,94.3
2017,UAE,ARE,MENA,0.41,47.79,45.59,0.03,0.68,4.0,0.08,1.42,6.18,93.79
2018,UAE,ARE,MENA,1.43,47.94,46.22,0.35,0.46,2.38,0.0,1.22,4.05,95.59
2019,UAE,ARE,MENA,1.79,44.34,44.64,1.76,0.0,3.34,2.34,1.8,7.48,90.77
2020,UAE,ARE,MENA,0.0,47.61,45.01,1.72,0.32,3.86,0.24,1.25,5.66,92.62
2021,UAE,ARE,MENA,0.44,46.72,44.76,1.52,1.2,2.47,1.84,1.04,6.55,91.93
2022,UAE,ARE,MENA,1.12,44.83,43.67,2.09,0.68,5.07,0.93,1.6,8.29,89.63
2023,UAE,ARE,MENA,1.41,47.09,45.99,0.56,0.36,4.4,0.13,0.06,4.95,94.49
2024,UAE,ARE,MENA,0.0,43.85,47.0,0.34,2.9,5.02,0.87,0.0,8.8,90.86
2025,UAE,ARE,MENA,0.98,46.07,45.56,1.25,0.0,3.77,0.11,2.27,6.14,92.61
2026,UAE,ARE,MENA,2.59,44.42,43.93,2.5,0.02,4.97,1.44,0.13,6.56,90.94
2000,Egypt,EGY,MENA,0.36,48.27,45.46,2.85,1.09,0.0,0.0,1.96,3.05,94.09
2001,Egypt,EGY,MENA,0.46,50.46,46.1,0.6,0.82,0.01,0.0,1.54,2.37,97.02
2002,Egypt,EGY,MENA,1.74,47.35,46.09,1.12,1.59,1.1,0.0,1.0,3.69,95.19
2003,Egypt,EGY,MENA,0.0,49.2,45.72,0.42,1.61,0.0,0.0,3.05,4.66,94.92
2004,Egypt,EGY,MENA,0.86,50.01,45.82,0.0,0.0,1.89,0.0,1.43,3.31,96.69
2005,Egypt,EGY,MENA,0.0,49.22,47.95,1.68,0.0,0.34,0.17,0.63,1.15,97.17
2006,Egypt,EGY,MENA,0.0,48.92,45.79,1.6,1.88,0.0,0.29,1.51,3.68,94.72
2007,Egypt,EGY,MENA,0.92,48.57,44.46,0.0,2.17,1.68,0.0,2.21,6.06,93.94
2008,Egypt,EGY,MENA,0.56,49.04,45.15,1.57,0.2,0.45,1.47,1.54,3.67,94.76
2009,Egypt,EGY,MENA,0.87,50.15,45.4,0.54,1.34,0.19,0.58,0.92,3.03,96.42
2010,Egypt,EGY,MENA,1.9,49.67,46.4,0.0,0.92,0.76,0.36,0.0,2.03,97.97
2011,Egypt,EGY,MENA,0.0,50.04,46.26,0.66,0.09,1.05,0.64,1.26,3.04,96.3
2012,Egypt,EGY,MENA,2.56,47.8,45.34,0.0,0.64,2.5,0.09,1.06,4.29,95.71
2013,Egypt,EGY,MENA,1.27,47.07,43.35,2.06,1.56,3.44,0.0,1.24,6.24,91.7
2014,Egypt,EGY,MENA,0.77,46.25,44.25,1.09,1.81,2.06,1.38,2.39,7.64,91.27
2015,Egypt,EGY,MENA,1.66,46.77,45.25,0.1,1.19,3.15,0.0,1.88,6.22,93.68
2016,Egypt,EGY,MENA,0.0,47.45,45.97,0.27,1.1,3.21,0.0,1.99,6.31,93.42
2017,Egypt,EGY,MENA,0.24,49.6,45.43,0.0,0.02,4.47,0.25,0.0,4.73,95.27
2018,Egypt,EGY,MENA,1.8,44.7,44.24,1.88,1.24,5.68,0.0,0.47,7.39,90.74
2019,Egypt,EGY,MENA,0.73,47.6,45.83,2.24,0.2,2.91,0.0,0.48,3.59,94.17
2020,Egypt,EGY,MENA,2.5,45.96,44.93,1.78,0.0,3.9,0.0,0.94,4.84,93.38
2021,Egypt,EGY,MENA,0.42,45.67,45.57,1.23,0.79,4.44,0.0,1.89,7.12,91.65
2022,Egypt,EGY,MENA,0.79,45.22,44.14,0.76,2.87,4.16,0.0,2.07,9.1,90.15
2023,Egypt,EGY,MENA,0.53,45.81,44.34,2.28,0.41,5.81,0.0,0.82,7.04,90.68
2024,Egypt,EGY,MENA,2.31,43.91,45.57,0.7,1.21,6.29,0.0,0.0,7.5,91.8
2025,Egypt,EGY,MENA,0.2,44.68,42.14,1.55,1.48,6.63,1.95,1.36,11.42,87.03
2026,Egypt,EGY,MENA,2.38,46.0,44.99,0.0,0.43,5.01,1.19,0.0,6.63,93.37
2000,Iraq,IRQ,MENA,0.76,48.64,44.28,2.55,1.15,0.0,0.0,2.61,3.77,93.68
2001,Iraq,IRQ,MENA,0.13,50.02,45.8,0.0,1.53,1.47,1.04,0.0,4.04,95.96
2002,Iraq,IRQ,MENA,0.15,49.1,46.24,1.44,0.0,0.09,0.89,2.1,3.08,95.48
2003,Iraq,IRQ,MENA,1.14,48.98,43.87,0.98,1.05,1.19,0.81,1.97,5.02,94.0
2004,Iraq,IRQ,MENA,2.05,47.89,42.7,1.45,1.1,1.24,0.0,3.57,5.91,92.64
2005,Iraq,IRQ,MENA,1.65,47.17,42.63,2.01,0.0,3.12,0.0,3.41,6.53,91.46
2006,Iraq,IRQ,MENA,0.79,49.07,43.08,0.99,1.76,1.77,1.3,1.25,6.07,92.94
2007,Iraq,IRQ,MENA,1.08,49.66,44.08,1.56,0.78,1.54,0.35,0.94,3.61,94.82
2008,Iraq,IRQ,MENA,0.73,47.88,44.22,2.53,1.98,1.8,0.0,0.86,4.64,92.83
2009,Iraq,IRQ,MENA,3.0,47.62,45.46,1.37,0.69,0.73,0.0,1.12,2.54,96.08
2010,Iraq,IRQ,MENA,0.29,48.71,44.36,0.47,1.09,2.55,0.04,2.48,6.17,93.36
2011,Iraq,IRQ,MENA,0.0,50.57,46.38,0.98,0.32,0.91,0.0,0.84,2.07,96.95
2012,Iraq,IRQ,MENA,1.63,48.01,44.64,0.09,0.63,2.02,0.34,2.64,5.63,94.28
2013,Iraq,IRQ,MENA,2.2,48.49,42.49,0.14,1.66,2.0,1.33,1.67,6.67,93.19
2014,Iraq,IRQ,MENA,2.48,46.58,44.37,0.57,0.87,2.3,0.0,2.83,5.99,93.44
2015,Iraq,IRQ,MENA,1.74,46.63,46.16,0.37,0.0,3.88,0.0,1.22,5.1,94.53
2016,Iraq,IRQ,MENA,1.2,46.98,45.53,1.57,1.54,2.27,0.9,0.0,4.71,93.72
2017,Iraq,IRQ,MENA,2.6,45.92,45.24,0.0,0.27,3.33,0.13,2.52,6.25,93.75
2018,Iraq,IRQ,MENA,1.22,45.89,44.68,2.21,1.9,2.31,0.01,1.78,6.0,91.79
2019,Iraq,IRQ,MENA,1.36,45.42,45.87,0.11,2.31,4.19,0.0,0.74,7.25,92.64
2020,Iraq,IRQ,MENA,0.46,47.09,45.55,0.0,0.0,4.47,1.07,1.36,6.9,93.1
2021,Iraq,IRQ,MENA,1.25,44.65,44.5,3.48,2.14,3.69,0.28,0.0,6.11,90.4
2022,Iraq,IRQ,MENA,2.06,46.39,44.3,0.0,0.0,4.66,0.75,1.84,7.25,92.75
2023,Iraq,IRQ,MENA,1.08,46.21,45.04,1.82,0.0,3.17,0.52,2.18,5.86,92.32
2024,Iraq,IRQ,MENA,2.81,44.06,43.25,0.0,1.82,3.96,3.78,0.33,9.89,90.11
2025,Iraq,IRQ,MENA,2.98,44.06,42.18,1.18,1.7,4.4,1.73,1.78,9.6,89.22
2026,Iraq,IRQ,MENA,1.63,46.04,44.86,0.94,1.2,3.2,1.2,0.92,6.52,92.53
2000,Qatar,QAT,MENA,0.0,49.83,44.84,2.94,1.22,1.04,0.0,0.13,2.39,94.67
2001,Qatar,QAT,MENA,1.63,48.03,43.65,0.0,1.05,1.23,0.95,3.47,6.69,93.31
2002,Qatar,QAT,MENA,2.8,48.82,44.96,0.0,1.67,0.0,0.0,1.75,3.43,96.57
2003,Qatar,QAT,MENA,1.43,49.52,45.18,1.03,2.27,0.57,0.0,0.0,2.84,96.12
2004,Qatar,QAT,MENA,2.06,51.08,46.19,0.0,0.0,0.0,0.0,0.67,0.67,99.33
2005,Qatar,QAT,MENA,1.17,48.12,46.57,0.0,1.15,1.12,0.0,1.88,4.14,95.86
2006,Qatar,QAT,MENA,1.71,47.36,44.89,0.0,0.15,2.54,1.11,2.24,6.04,93.96
2007,Qatar,QAT,MENA,2.2,46.0,45.07,2.03,0.34,3.91,0.46,0.0,4.71,93.26
2008,Qatar,QAT,MENA,1.35,46.63,45.09,1.51,0.39,2.97,1.22,0.84,5.42,93.06
2009,Qatar,QAT,MENA,0.86,49.51,45.3,0.68,1.05,0.67,0.0,1.92,3.65,95.68
2010,Qatar,QAT,MENA,0.0,50.16,46.05,0.0,1.52,1.81,0.13,0.32,3.79,96.21
2011,Qatar,QAT,MENA,0.34,48.25,44.94,1.82,1.96,1.86,0.0,0.82,4.65,93.53
2012,Qatar,QAT,MENA,0.91,47.5,44.49,1.08,3.47,1.84,0.46,0.23,6.01,92.91
2013,Qatar,QAT,MENA,2.12,45.68,43.26,2.23,0.54,2.08,2.09,2.01,6.72,91.05
2014,Qatar,QAT,MENA,0.0,48.28,44.9,1.92,1.42,0.96,0.82,1.69,4.89,93.19
2015,Qatar,QAT,MENA,1.27,44.5,43.38,1.32,0.95,3.76,2.63,2.18,9.53,89.15
2016,Qatar,QAT,MENA,1.17,45.82,43.79,0.99,3.06,2.25,1.71,1.22,8.25,90.77
2017,Qatar,QAT,MENA,0.0,46.32,44.24,1.57,1.09,2.24,2.11,2.42,7.86,90.57
2018,Qatar,QAT,MENA,2.57,46.51,44.71,1.69,0.42,3.57,0.51,0.0,4.51,93.8
2019,Qatar,QAT,MENA,1.14,46.31,45.15,1.38,2.29,2.83,0.4,0.51,6.03,92.6
2020,Qatar,QAT,MENA,0.17,45.35,44.6,1.58,1.31,2.78,2.05,2.17,8.31,90.11
2021,Qatar,QAT,MENA,0.1,46.46,44.63,0.83,1.34,3.95,1.33,1.36,7.98,91.19
2022,Qatar,QAT,MENA,0.66,43.86,45.65,0.63,1.78,4.73,0.5,2.18,9.19,90.18
2023,Qatar,QAT,MENA,1.2,45.41,44.54,2.66,0.28,4.07,0.0,1.83,6.18,91.15
2024,Qatar,QAT,MENA,0.44,47.46,47.01,1.12,0.0,2.51,1.46,0.0,3.97,94.91
2025,Qatar,QAT,MENA,1.79,45.11,43.27,2.22,0.94,6.18,0.49,0.0,7.61,90.17
2026,Qatar,QAT,MENA,0.87,44.28,43.17,0.46,1.26,5.66,0.87,3.44,11.22,88.32
2000,Kuwait,KWT,MENA,0.47,50.19,45.03,0.3,0.57,1.0,0.14,2.3,4.01,95.69
2001,Kuwait,KWT,MENA,0.0,50.58,45.39,0.94,1.36,0.0,0.0,1.72,3.09,95.97
2002,Kuwait,KWT,MENA,0.51,49.69,44.05,0.03,2.91,0.0,0.1,2.71,5.72,94.25
2003,Kuwait,KWT,MENA,0.0,49.37,44.59,1.21,1.38,0.5,0.0,2.96,4.84,93.95
2004,Kuwait,KWT,MENA,1.3,49.08,44.97,2.82,1.17,0.25,0.0,0.41,1.83,95.34
2005,Kuwait,KWT,MENA,0.53,49.07,44.57,1.35,0.43,0.05,0.81,3.19,4.47,94.17
2006,Kuwait,KWT,MENA,0.0,51.22,44.97,0.0,0.43,2.39,0.0,0.99,3.81,96.19
2007,Kuwait,KWT,MENA,1.02,48.07,43.65,2.95,0.73,1.44,0.0,2.14,4.31,92.74
2008,Kuwait,KWT,MENA,2.14,47.97,42.34,2.01,1.48,2.41,0.21,1.44,5.54,92.45
2009,Kuwait,KWT,MENA,1.92,48.7,46.07,1.19,0.88,0.0,0.0,1.25,2.13,96.68
2010,Kuwait,KWT,MENA,0.0,49.48,44.21,0.5,0.54,3.17,0.0,2.09,5.8,93.69
2011,Kuwait,KWT,MENA,1.18,48.33,45.42,0.96,0.0,1.87,0.4,1.85,4.11,94.93
2012,Kuwait,KWT,MENA,0.26,47.56,43.84,0.08,0.53,4.13,1.1,2.52,8.27,91.65
2013,Kuwait,KWT,MENA,0.0,48.77,46.17,1.23,0.86,2.09,0.14,0.74,3.83,94.93
2014,Kuwait,KWT,MENA,0.81,47.77,42.9,1.33,2.35,2.48,0.01,2.35,7.19,91.48
2015,Kuwait,KWT,MENA,0.02,48.73,45.49,0.0,0.88,1.68,0.58,2.63,5.77,94.23
2016,Kuwait,KWT,MENA,2.81,46.26,45.28,1.38,0.61,1.13,2.21,0.33,4.28,94.35
2017,Kuwait,KWT,MENA,2.3,45.58,42.45,1.27,3.02,4.63,0.14,0.61,8.4,90.33
2018,Kuwait,KWT,MENA,1.09,45.83,45.66,1.72,0.0,3.87,0.51,1.33,5.71,92.57
2019,Kuwait,KWT,MENA,1.24,47.39,45.83,0.25,0.94,3.19,0.0,1.16,5.29,94.46
2020,Kuwait,KWT,MENA,2.92,45.64,46.19,0.97,1.32,2.96,0.0,0.0,4.28,94.75
2021,Kuwait,KWT,MENA,2.25,43.4,42.94,3.0,0.26,4.23,1.81,2.13,8.42,88.58
2022,Kuwait,KWT,MENA,0.0,44.92,45.17,2.92,0.24,3.73,1.26,1.77,6.99,90.09
2023,Kuwait,KWT,MENA,1.69,44.96,44.69,1.22,2.27,4.21,0.87,0.09,7.44,91.34
2024,Kuwait,KWT,MENA,2.81,44.63,45.16,1.01,1.06,3.05,0.0,2.28,6.4,92.59
2025,Kuwait,KWT,MENA,1.07,44.96,43.32,0.1,2.04,6.48,0.34,1.69,10.56,89.35
2026,Kuwait,KWT,MENA,1.14,42.97,44.86,0.52,2.15,5.15,0.94,2.27,10.51,88.97
2000,Algeria,DZA,MENA,1.23,47.67,44.31,2.15,2.1,0.0,0.42,2.11,4.64,93.21
2001,Algeria,DZA,MENA,0.93,48.45,43.49,1.61,0.7,1.62,0.79,2.41,5.52,92.87
2002,Algeria,DZA,MENA,1.4,47.57,43.12,0.83,1.86,0.52,1.87,2.83,7.09,92.08
2003,Algeria,DZA,MENA,0.37,51.3,42.52,1.62,0.3,2.44,0.36,1.08,4.18,94.19
2004,Algeria,DZA,MENA,0.75,49.86,45.93,0.69,0.26,1.07,0.56,0.87,2.76,96.55
2005,Algeria,DZA,MENA,0.0,46.39,42.8,1.63,1.46,2.38,1.12,4.22,9.18,89.2
2006,Algeria,DZA,MENA,4.1,47.09,42.8,0.99,1.5,1.08,0.93,1.5,5.02,93.99
2007,Algeria,DZA,MENA,0.31,48.6,45.25,1.86,0.52,1.07,0.85,1.55,3.98,94.16
2008,Algeria,DZA,MENA,2.07,46.53,42.93,1.28,1.37,0.66,1.62,3.54,7.19,91.53
2009,Algeria,DZA,MENA,0.37,50.13,42.94,2.09,0.14,2.73,0.0,1.6,4.47,93.44
2010,Algeria,DZA,MENA,0.19,46.79,45.78,0.87,3.04,1.5,1.83,0.0,6.38,92.75
2011,Algeria,DZA,MENA,0.72,47.78,46.96,1.2,0.0,0.81,0.0,2.53,3.35,95.46
2012,Algeria,DZA,MENA,1.8,47.28,44.35,1.71,0.0,2.76,0.83,1.26,4.85,93.44
2013,Algeria,DZA,MENA,1.36,46.41,44.36,0.0,1.57,3.44,0.8,2.05,7.86,92.14
2014,Algeria,DZA,MENA,0.9,48.72,45.55,0.0,1.84,1.07,0.83,1.09,4.83,95.17
2015,Algeria,DZA,MENA,0.55,47.05,44.07,1.5,1.05,2.26,1.91,1.62,6.83,91.66
2016,Algeria,DZA,MENA,1.57,46.66,44.79,1.52,0.67,1.59,0.79,2.39,5.45,93.03
2017,Algeria,DZA,MENA,1.36,43.57,46.17,1.94,0.7,4.29,1.29,0.67,6.94,91.11
2018,Algeria,DZA,MENA,2.23,44.46,44.14,0.83,0.17,3.7,1.97,2.51,8.35,90.83
2019,Algeria,DZA,MENA,1.74,44.95,43.96,1.17,0.97,3.18,2.65,1.38,8.19,90.64
2020,Algeria,DZA,MENA,1.49,45.58,43.56,3.47,0.06,3.13,0.0,2.7,5.89,90.64
2021,Algeria,DZA,MENA,1.75,44.09,42.85,2.32,1.32,5.29,0.73,1.65,8.99,88.69
2022,Algeria,DZA,MENA,1.28,44.5,44.22,0.0,1.47,4.92,1.81,1.79,10.0,90.0
2023,Algeria,DZA,MENA,0.82,44.38,43.22,2.25,2.31,4.05,1.2,1.78,9.33,88.42
2024,Algeria,DZA,MENA,0.0,46.71,46.12,0.94,0.7,3.36,1.13,1.04,6.23,92.83
2025,Algeria,DZA,MENA,2.13,46.05,44.34,0.3,1.61,4.7,0.7,0.17,7.18,92.52
2026,Algeria,DZA,MENA,0.52,43.39,44.34,1.46,2.74,5.49,1.38,0.67,10.28,88.26
2000,Israel,ISR,MENA,0.0,50.79,45.52,0.0,0.0,1.65,0.38,1.67,3.69,96.31
2001,Israel,ISR,MENA,1.39,47.41,44.86,2.26,0.87,0.0,0.0,3.21,4.08,93.66
2002,Israel,ISR,MENA,1.27,48.66,47.82,0.0,0.76,0.0,0.0,1.49,2.25,97.75
2003,Israel,ISR,MENA,1.6,49.7,43.72,0.0,1.45,1.06,0.35,2.12,4.98,95.02
2004,Israel,ISR,MENA,0.86,47.65,43.29,2.0,3.12,0.92,0.14,2.03,6.21,91.79
2005,Israel,ISR,MENA,0.34,49.21,44.9,0.57,1.88,0.97,0.0,2.13,4.98,94.45
2006,Israel,ISR,MENA,1.21,48.69,44.8,0.87,0.52,1.13,0.58,2.2,4.43,94.7
2007,Israel,ISR,MENA,1.26,46.83,44.36,0.31,3.36,2.03,0.0,1.85,7.24,92.45
2008,Israel,ISR,MENA,1.82,49.52,44.78,0.0,1.59,0.0,0.0,2.29,3.88,96.12
2009,Israel,ISR,MENA,0.8,48.91,45.76,0.0,1.53,0.95,0.0,2.06,4.53,95.47
2010,Israel,ISR,MENA,0.77,49.04,44.52,1.42,1.12,1.46,0.0,1.69,4.26,94.33
2011,Israel,ISR,MENA,1.43,46.29,45.0,1.64,0.86,2.75,0.46,1.57,5.63,92.72
2012,Israel,ISR,MENA,2.31,47.01,45.23,2.2,1.31,1.95,0.0,0.0,3.26,94.54
2013,Israel,ISR,MENA,3.11,48.31,44.88,1.36,0.05,2.19,0.0,0.09,2.33,96.3
2014,Israel,ISR,MENA,0.0,46.34,46.65,0.01,1.56,3.7,0.56,1.18,7.0,92.99
2015,Israel,ISR,MENA,1.11,45.94,45.45,2.83,2.41,0.72,0.14,1.4,4.67,92.5
2016,Israel,ISR,MENA,1.52,47.07,45.05,2.4,0.46,1.66,0.0,1.85,3.96,93.63
2017,Israel,ISR,MENA,0.18,47.73,44.73,0.0,2.46,3.73,0.33,0.84,7.35,92.65
2018,Israel,ISR,MENA,2.41,46.01,45.05,0.41,1.03,3.77,0.14,1.18,6.12,93.47
2019,Israel,ISR,MENA,0.42,47.09,44.01,1.58,1.32,3.48,1.19,0.91,6.9,91.52
2020,Israel,ISR,MENA,0.33,46.63,45.52,0.49,0.41,3.66,0.22,2.75,7.03,92.48
2021,Israel,ISR,MENA,1.32,45.96,44.05,1.74,0.39,3.38,1.58,1.58,6.93,91.33
2022,Israel,ISR,MENA,0.0,47.93,47.42,0.69,1.22,2.54,0.0,0.19,3.95,95.35
2023,Israel,ISR,MENA,1.33,43.84,45.71,0.0,0.78,6.61,0.69,1.04,9.12,90.88
2024,Israel,ISR,MENA,1.81,44.58,43.97,1.89,1.45,4.82,0.77,0.72,7.75,90.36
2025,Israel,ISR,MENA,1.87,43.86,45.21,0.0,2.38,5.16,0.0,1.51,9.06,90.94
2026,Israel,ISR,MENA,0.36,45.85,45.32,0.88,1.98,5.62,0.0,0.0,7.59,91.52
2000,Vietnam,VNM,Asia,34.54,34.61,11.09,3.52,10.59,0.0,0.0,5.65,16.24,80.24
2001,Vietnam,VNM,Asia,32.99,34.71,12.72,2.0,10.28,1.05,0.2,6.05,17.58,80.42
2002,Vietnam,VNM,Asia,35.12,35.4,11.78,1.41,9.79,0.0,0.0,6.5,16.29,82.3
2003,Vietnam,VNM,Asia,34.89,33.75,12.7,1.97,10.39,0.0,0.0,6.3,16.69,81.34
2004,Vietnam,VNM,Asia,31.96,34.03,12.61,2.03,10.26,2.68,0.0,6.42,19.36,78.6
2005,Vietnam,VNM,Asia,30.32,35.14,11.02,4.59,9.53,2.62,1.84,4.95,18.93,76.48
2006,Vietnam,VNM,Asia,33.11,33.8,14.51,1.85,9.4,2.2,0.03,5.1,16.73,81.42
2007,Vietnam,VNM,Asia,32.34,32.94,13.09,3.8,9.77,1.52,0.9,5.63,17.83,78.37
2008,Vietnam,VNM,Asia,31.14,34.16,14.22,0.52,11.89,3.64,0.43,3.99,19.95,79.52
2009,Vietnam,VNM,Asia,31.25,31.33,15.19,1.85,11.43,1.57,1.25,6.13,20.39,77.77
2010,Vietnam,VNM,Asia,31.22,33.78,15.6,1.85,8.85,1.25,2.15,5.3,17.55,80.6
2011,Vietnam,VNM,Asia,31.57,32.35,13.0,0.07,12.76,3.46,1.81,4.97,23.01,76.92
2012,Vietnam,VNM,Asia,29.74,32.76,16.96,3.2,9.49,2.06,1.37,4.42,17.33,79.47
2013,Vietnam,VNM,Asia,31.67,31.93,13.65,2.41,10.14,2.19,2.37,5.64,20.35,77.24
2014,Vietnam,VNM,Asia,30.25,32.03,14.94,0.89,10.03,4.15,1.28,6.43,21.88,77.22
2015,Vietnam,VNM,Asia,29.92,30.22,13.64,1.59,11.53,4.91,3.92,4.26,24.63,73.78
2016,Vietnam,VNM,Asia,28.27,30.29,15.84,2.39,9.64,5.85,2.31,5.42,23.21,74.4
2017,Vietnam,VNM,Asia,25.97,33.26,15.02,3.25,10.5,3.94,3.32,4.74,22.5,74.25
2018,Vietnam,VNM,Asia,27.05,30.49,16.02,2.55,11.26,5.49,2.67,4.48,23.9,73.56
2019,Vietnam,VNM,Asia,25.45,30.49,16.54,3.82,10.12,6.52,3.76,3.29,23.7,72.48
2020,Vietnam,VNM,Asia,26.9,31.26,16.01,4.26,8.8,5.65,3.78,3.35,21.57,74.17
2021,Vietnam,VNM,Asia,26.08,30.52,17.45,2.28,8.83,6.72,3.59,4.53,23.67,74.05
2022,Vietnam,VNM,Asia,26.93,32.5,17.94,2.09,10.33,5.29,2.89,2.02,20.53,77.37
2023,Vietnam,VNM,Asia,26.08,31.38,17.38,1.8,8.55,8.37,3.9,2.54,23.36,74.84
2024,Vietnam,VNM,Asia,26.24,32.59,18.17,0.14,12.66,4.61,3.49,2.1,22.86,77.0
